x,y,z,a,b,c
11733641.00000000,6983356.00000000,347.23300171,0.507264,0.151444,0.848380
11733644.00000000,6983357.00000000,351.49200439,0.643339,0.091906,0.760045
11733647.00000000,6983355.00000000,346.79998779,0.484727,0.141197,0.863193
11733651.00000000,6983353.50000000,344.77200317,0.412971,0.118992,0.902937
11733637.00000000,6983349.50000000,333.29000854,-0.036600,0.036600,0.998660
11733645.00000000,6983355.50000000,352.78399658,0.649767,0.089069,0.754897
11733650.00000000,6983348.00000000,332.96798706,0.185607,0.061071,0.980724
11733637.00000000,6983353.00000000,346.99700928,0.329218,0.123287,0.936171
11733639.00000000,6983347.50000000,333.44699097,-0.001009,0.033281,0.999445
11733647.00000000,6983353.50000000,353.00100708,0.625069,0.098079,0.774383
11733650.00000000,6983350.50000000,344.72000122,0.427024,0.110606,0.897450
11733655.00000000,6983345.00000000,332.75100708,0.227115,0.044937,0.972831
11733639.00000000,6983349.00000000,342.11499023,0.234511,0.097607,0.967201
11733643.00000000,6983352.50000000,353.76800537,0.656658,0.098425,0.747738
11733647.00000000,6983348.00000000,342.32501221,0.371122,0.087720,0.924432
11733651.00000000,6983344.00000000,332.73199463,0.191924,0.034146,0.980816
11733641.00000000,6983350.50000000,351.13699341,0.593517,0.138338,0.792843
11733645.00000000,6983351.00000000,354.37899780,0.643939,0.101211,0.758352
11733650.00000000,6983345.50000000,341.09100342,0.346145,0.067123,0.935777
11733638.00000000,6983344.50000000,338.33499146,0.091881,0.020538,0.995558
11733643.00000000,6983348.50000000,349.75299072,0.543205,0.105744,0.832914
11733646.00000000,6983347.50000000,349.41799927,0.548414,0.084482,0.831928
11733637.00000000,6983349.00000000,353.32199097,0.600607,0.113073,0.791509
11733641.00000000,6983346.50000000,349.13598633,0.499612,0.086335,0.861936
11733647.00000000,6983346.00000000,349.87701416,0.552899,0.087602,0.828631
11733641.00000000,6983345.00000000,348.91900635,0.487308,0.082856,0.869290
11733638.00000000,6983346.50000000,357.57400513,0.628766,0.107494,0.770128
11733638.00000000,6983363.50000000,364.55599976,0.706205,-0.213576,0.675026
11733643.00000000,6983362.50000000,361.01300049,0.875805,-0.085479,0.475036
11733638.00000000,6983360.00000000,349.35900879,0.719456,0.006931,0.694504
11733638.00000000,6983360.50000000,343.85400391,0.375473,0.123310,0.918594
11733643.00000000,6983359.00000000,350.31698608,0.652561,0.076687,0.753846
11733638.00000000,6983362.50000000,333.76199341,0.011699,0.081895,0.996572
11733636.00000000,6983350.00000000,357.49600220,0.638907,0.012473,0.769183
11733645.00000000,6983358.00000000,349.20800781,0.579857,0.106624,0.807711
11733643.00000000,6983354.50000000,353.12500000,0.663978,0.086098,0.742779
11733639.00000000,6983355.50000000,344.06399536,0.344001,0.154591,0.926156
11733637.00000000,6983347.00000000,358.71600342,0.559769,0.063771,0.826191
11733646.00000000,6983358.00000000,345.23199463,0.448204,0.136036,0.883520
11733646.00000000,6983354.00000000,353.55801392,0.650747,0.079713,0.755099
11733641.00000000,6983351.00000000,351.14401245,0.602303,0.135332,0.786712
11733649.00000000,6983363.50000000,333.44699097,0.174686,0.060605,0.982757
11733645.00000000,6983361.00000000,333.59799194,0.142350,0.074116,0.987038
11733647.00000000,6983353.00000000,352.61401367,0.617887,0.104204,0.779331
11733642.00000000,6983347.50000000,355.00900269,0.647645,0.110646,0.753865
11733637.00000000,6983344.00000000,353.82101440,0.550167,0.075346,0.831648
11733647.00000000,6983360.50000000,333.44000244,0.160683,0.072605,0.984332
11733647.00000000,6983354.50000000,345.44198608,0.448776,0.145744,0.881679
11733643.00000000,6983350.50000000,347.88900757,0.500118,0.126117,0.856724
11733637.00000000,6983348.50000000,340.90798950,0.099741,0.081398,0.991678
11733651.00000000,6983356.50000000,345.29098511,0.405353,0.115616,0.906820
11733648.00000000,6983354.00000000,345.13299561,0.437003,0.132382,0.889665
11733645.00000000,6983348.00000000,352.16699219,0.589259,0.100392,0.801683
11733641.00000000,6983344.00000000,354.61499023,0.637842,0.082818,0.765701
11733653.00000000,6983362.50000000,333.28900146,0.155586,0.057321,0.986158
11733650.00000000,6983355.00000000,344.67401123,0.409068,0.125110,0.903886
11733646.00000000,6983351.50000000,344.17498779,0.420897,0.134630,0.897062
11733643.00000000,6983344.50000000,352.75100708,0.605363,0.076210,0.792293
11733655.00000000,6983361.50000000,333.25000000,0.153902,0.045129,0.987055
11733649.00000000,6983357.00000000,333.30300903,0.169884,0.083135,0.981951
11733647.00000000,6983351.00000000,342.41000366,0.370378,0.119788,0.921125
11733646.00000000,6983346.50000000,349.37200928,0.541790,0.084342,0.836272
11733654.00000000,6983359.50000000,333.13800049,0.166614,0.057901,0.984321
11733652.00000000,6983351.50000000,344.77200317,0.416151,0.104386,0.903284
11733647.00000000,6983353.00000000,333.47299194,0.163135,0.090630,0.982432
11733647.00000000,6983345.00000000,349.39199829,0.543594,0.075223,0.835971
11733652.00000000,6983356.00000000,333.11199951,0.182114,0.073569,0.980521
11733650.00000000,6983349.00000000,343.77499390,0.410967,0.098245,0.906341
11733656.00000000,6983357.50000000,333.06600952,0.176237,0.053226,0.982908
11733650.00000000,6983353.00000000,333.15200806,0.184112,0.086569,0.979086
11733648.00000000,6983346.50000000,343.10598755,0.395189,0.071485,0.915814
11733655.00000000,6983356.00000000,333.01400757,0.184102,0.066181,0.980677
11733650.00000000,6983351.50000000,333.05300903,0.188482,0.079041,0.978891
11733649.00000000,6983346.00000000,342.27200317,0.374896,0.068042,0.924566
11733653.00000000,6983351.50000000,332.96798706,0.202161,0.074738,0.976497
11733649.00000000,6983348.00000000,332.98800659,0.180128,0.060838,0.981760
11733653.00000000,6983349.50000000,332.92800903,0.206010,0.064607,0.976415
11733649.00000000,6983346.00000000,332.80398560,0.173179,0.048302,0.983705
11733651.00000000,6983345.00000000,332.75100708,0.190908,0.043873,0.980627
11733656.00000000,6983344.00000000,332.67898560,0.235855,0.032657,0.971239
11733638.00000000,6983345.00000000,333.25698853,-0.041842,0.005103,0.999111
11733638.00000000,6983345.50000000,333.27600098,-0.037919,0.011273,0.999217
11733639.00000000,6983348.00000000,333.71600342,0.009223,0.039966,0.999159
11733640.00000000,6983349.50000000,333.69000244,0.037268,0.056434,0.997711
11733640.00000000,6983348.00000000,342.29199219,0.285043,0.092411,0.954049
11733638.00000000,6983356.00000000,333.63101196,0.015774,0.062043,0.997949
11733641.00000000,6983349.00000000,343.31600952,0.342512,0.112366,0.932770
11733639.00000000,6983356.00000000,333.76901245,0.037648,0.065615,0.997135
11733641.00000000,6983350.50000000,342.86999512,0.333204,0.126482,0.934332
11733641.00000000,6983347.50000000,349.04400635,0.506170,0.089324,0.857795
11733639.00000000,6983353.50000000,340.28399658,0.231058,0.144901,0.962089
11733641.00000000,6983348.00000000,348.60400391,0.490534,0.091887,0.866564
11733641.00000000,6983352.50000000,340.57299805,0.270917,0.145468,0.951548
11733642.00000000,6983351.00000000,342.33801270,0.341240,0.132933,0.930529
11733637.00000000,6983355.50000000,344.06399536,0.245378,0.140404,0.959206
11733640.00000000,6983355.00000000,342.89599609,0.319374,0.164526,0.933237
11733638.00000000,6983361.50000000,333.74899292,0.011722,0.084186,0.996381
11733645.00000000,6983347.50000000,352.46899414,0.595795,0.100513,0.796822
11733637.00000000,6983357.00000000,348.50601196,0.568562,0.106151,0.815763
11733650.00000000,6983347.00000000,344.51599121,0.432254,0.072728,0.898814
11733644.00000000,6983350.50000000,348.18399048,0.513583,0.129487,0.848213
11733656.00000000,6983346.50000000,332.75799561,0.225317,0.047499,0.973127
11733645.00000000,6983347.50000000,352.18099976,0.589428,0.097510,0.801914
11733642.00000000,6983355.50000000,343.97799683,0.397123,0.170605,0.901769
11733648.00000000,6983346.00000000,350.30999756,0.558326,0.084682,0.825289
11733641.00000000,6983352.00000000,351.13101196,0.613995,0.122799,0.779699
11733653.00000000,6983350.00000000,332.85598755,0.206010,0.064607,0.976415
11733643.00000000,6983352.50000000,348.64999390,0.528300,0.133173,0.838549
11733642.00000000,6983361.00000000,333.99798584,0.109575,0.079586,0.990787
11733644.00000000,6983359.50000000,333.85998535,0.135061,0.078688,0.987708
11733646.00000000,6983350.00000000,350.94699097,0.572071,0.115585,0.812019
11733641.00000000,6983362.00000000,338.70300293,0.175638,0.104400,0.978903
11733647.00000000,6983351.00000000,349.60800171,0.550942,0.121295,0.825682
11733642.00000000,6983359.00000000,344.43099976,0.428327,0.125812,0.894822
11733656.00000000,6983352.50000000,332.96099854,0.204639,0.056911,0.977182
11733645.00000000,6983353.00000000,353.72900391,0.647903,0.092140,0.756130
11733643.00000000,6983363.00000000,338.67001343,0.201537,0.087786,0.975539
11733650.00000000,6983354.00000000,344.70001221,0.414783,0.125138,0.901274
11733642.00000000,6983358.50000000,351.30801392,0.686785,0.061911,0.724220
11733650.00000000,6983355.00000000,344.52301025,0.404661,0.124619,0.905936
11733644.00000000,6983363.50000000,338.70901489,0.214474,0.083062,0.973191
11733645.00000000,6983356.00000000,354.32000732,0.688302,0.061789,0.722788
11733647.00000000,6983355.00000000,353.91299438,0.656920,0.079758,0.749730
11733647.00000000,6983356.00000000,355.44198608,0.696144,0.050031,0.716157
11733651.00000000,6983358.50000000,344.74600220,0.380410,0.105746,0.918752
11733655.00000000,6983361.00000000,333.11199951,0.156859,0.047639,0.986471
11733642.00000000,6983363.00000000,361.57699585,0.888578,-0.105615,0.446401
11733656.00000000,6983350.50000000,332.85598755,0.215928,0.057337,0.974724
11733655.00000000,6983348.00000000,332.84298706,0.220631,0.052415,0.973948
11733651.00000000,6983354.00000000,345.32998657,0.425668,0.113792,0.897696
11733654.00000000,6983345.50000000,332.62701416,0.219642,0.047326,0.974432
11733655.00000000,6983350.50000000,332.80398560,0.210705,0.062115,0.975574
11733656.00000000,6983358.00000000,333.04000854,0.171625,0.055630,0.983590
11733654.00000000,6983346.00000000,332.59399414,0.217304,0.049774,0.974834
11733650.00000000,6983351.50000000,345.63198853,0.444843,0.114388,0.888274
11733651.00000000,6983356.50000000,345.85501099,0.415559,0.113334,0.902478
11733648.00000000,6983345.00000000,345.15899658,0.443932,0.050231,0.894652
11733649.00000000,6983350.00000000,344.18798828,0.417076,0.107408,0.902503
11733650.00000000,6983355.50000000,344.91000366,0.411405,0.124966,0.902845
11733644.00000000,6983345.50000000,354.83801270,0.630738,0.104388,0.768942
11733646.00000000,6983353.00000000,353.84100342,0.644768,0.092110,0.758808
11733650.00000000,6983357.50000000,344.63500977,0.391353,0.121166,0.912229
11733644.00000000,6983347.00000000,354.32598877,0.624135,0.107204,0.773927
11733648.00000000,6983356.50000000,348.40100098,0.528410,0.123732,0.839925
11733654.00000000,6983360.50000000,333.12500000,0.160538,0.055075,0.985492
11733645.00000000,6983353.50000000,353.44699097,0.646642,0.089041,0.757579
11733654.00000000,6983363.00000000,333.22399902,0.146427,0.047272,0.988091
11733645.00000000,6983357.00000000,353.03399658,0.677085,0.073943,0.732180
11733652.00000000,6983358.00000000,333.04000854,0.176992,0.075854,0.981285
11733643.00000000,6983350.00000000,350.30398560,0.563516,0.125062,0.816584
11733645.00000000,6983357.00000000,348.26300049,0.543228,0.133967,0.828828
11733642.00000000,6983363.00000000,361.05200195,0.895011,-0.101928,0.434241
11733643.00000000,6983350.50000000,350.25100708,0.562212,0.134282,0.816019
11733647.00000000,6983358.00000000,342.10198975,0.337330,0.127011,0.932779
11733641.00000000,6983345.50000000,350.57299805,0.548279,0.087324,0.831724
11733644.00000000,6983357.50000000,348.27600098,0.555442,0.124571,0.822172
11733641.00000000,6983346.00000000,349.77899170,0.521909,0.092943,0.847923
11733645.00000000,6983355.00000000,344.78601074,0.434136,0.157212,0.887023
11733646.00000000,6983360.00000000,342.60699463,0.348362,0.107084,0.931223
11733637.00000000,6983345.00000000,356.56399536,0.574273,0.078766,0.814866
11733643.00000000,6983349.50000000,344.24700928,0.403775,0.121552,0.906747
11733643.00000000,6983357.50000000,348.87298584,0.576763,0.115940,0.808642
11733642.00000000,6983348.50000000,342.68600464,0.350055,0.101367,0.931228
11733642.00000000,6983356.00000000,346.11099243,0.466249,0.162237,0.869650
11733647.00000000,6983360.00000000,333.27600098,0.157650,0.069935,0.985016
11733644.00000000,6983348.00000000,333.85998535,0.107500,0.059974,0.992395
11733641.00000000,6983358.00000000,348.09298706,0.565406,0.115419,0.816697
11733645.00000000,6983362.50000000,338.93301392,0.232447,0.086696,0.968737
11733637.00000000,6983350.00000000,353.30899048,0.628565,0.110404,0.769881
11733641.00000000,6983355.00000000,342.94198608,0.342697,0.166453,0.924582
11733646.00000000,6983359.50000000,333.67700195,0.155284,0.074678,0.985043
11733642.00000000,6983347.50000000,336.17001343,0.129289,0.073380,0.988888
11733645.00000000,6983354.50000000,333.99798584,0.141493,0.091554,0.985696
11733646.00000000,6983361.50000000,333.38800049,0.147640,0.074411,0.986238
11733642.00000000,6983348.50000000,336.44601440,0.137980,0.081373,0.987087
11733640.00000000,6983358.50000000,347.86300659,0.579411,0.100199,0.808853
11733644.00000000,6983362.50000000,338.88000488,0.222262,0.091667,0.970668
11733642.00000000,6983349.50000000,336.90499878,0.153962,0.082352,0.984639
11733639.00000000,6983360.50000000,350.10101318,0.740973,0.009731,0.671464
11733639.00000000,6983348.50000000,342.12200928,0.234569,0.095095,0.967437
11733644.00000000,6983357.50000000,333.88699341,0.140292,0.081346,0.986763
11733640.00000000,6983346.50000000,333.89999390,0.025829,0.034095,0.999085
11733639.00000000,6983354.50000000,339.76599121,0.213449,0.143593,0.966344
11733641.00000000,6983361.50000000,339.05700684,0.191057,0.111138,0.975267
11733639.00000000,6983351.50000000,333.55899048,0.017841,0.059820,0.998050
11733638.00000000,6983352.50000000,333.51300049,0.003104,0.056902,0.998375
11733585.00000000,6983428.50000000,334.61499023,-0.056665,0.041697,0.997522
11733577.00000000,6983428.00000000,334.46499634,0.001036,0.063217,0.997999
11733585.00000000,6983427.00000000,334.84500122,-0.054528,0.043837,0.997549
11733569.00000000,6983428.00000000,334.37298584,0.013939,0.086853,0.996124
11733576.00000000,6983427.00000000,334.57598877,0.005223,0.067905,0.997678
11733584.00000000,6983426.00000000,334.95700073,-0.045698,0.045698,0.997910
11733567.00000000,6983427.00000000,334.32699585,0.009741,0.102820,0.994652
11733574.00000000,6983426.00000000,334.66198730,0.018269,0.084899,0.996222
11733581.00000000,6983425.00000000,334.95700073,-0.015712,0.057610,0.998216
11733565.00000000,6983425.50000000,334.27398682,0.001083,0.113760,0.993508
11733572.00000000,6983425.00000000,334.74700928,0.027356,0.099575,0.994654
11733579.00000000,6983423.50000000,334.92999268,0.005244,0.072364,0.997364
11733563.00000000,6983424.50000000,334.46499634,-0.007721,0.129052,0.991608
11733570.00000000,6983423.50000000,334.76000977,0.032315,0.114776,0.992866
11733577.00000000,6983422.00000000,334.86499023,0.024820,0.085252,0.996050
11733585.00000000,6983421.00000000,335.04199219,-0.036674,0.038769,0.998575
11733568.00000000,6983421.50000000,334.68798828,0.035231,0.137514,0.989873
11733576.00000000,6983420.50000000,334.79299927,0.038476,0.093442,0.994881
11733583.00000000,6983419.50000000,335.04199219,-0.013534,0.055177,0.998385
11733565.00000000,6983420.50000000,334.64801025,0.017106,0.163080,0.986465
11733573.00000000,6983419.50000000,334.79299927,0.048722,0.121237,0.991427
11733580.00000000,6983418.50000000,335.00299072,0.022482,0.078151,0.996688
11733565.00000000,6983419.00000000,334.70098877,0.024371,0.182201,0.982959
11733572.00000000,6983418.00000000,334.77301025,0.057007,0.145425,0.987726
11733579.00000000,6983417.00000000,334.97601318,0.038484,0.091262,0.995083
11733564.00000000,6983417.50000000,334.66799927,0.017611,0.207812,0.978010
11733571.00000000,6983416.00000000,334.68798828,0.070865,0.178964,0.981300
11733578.00000000,6983415.00000000,334.79299927,0.059988,0.105262,0.992634
11733585.00000000,6983414.50000000,336.28201294,0.017633,0.044601,0.998849
11733566.00000000,6983415.00000000,334.62899780,0.045100,0.232813,0.971475
11733563.00000000,6983420.50000000,351.32800293,0.043332,0.557722,0.828896
11733566.00000000,6983418.50000000,346.93200684,0.094922,0.491608,0.865628
11733570.00000000,6983417.50000000,348.83499146,0.180518,0.496799,0.848884
11733570.00000000,6983416.00000000,348.40200806,0.186948,0.501019,0.845003
11733564.00000000,6983415.00000000,352.20098877,0.073628,0.630890,0.772371
11733565.00000000,6983416.50000000,362.58801270,0.839343,0.381234,0.387510
11733563.00000000,6983415.00000000,366.89300537,-0.088983,-0.011793,0.995963
11733564.00000000,6983417.00000000,358.96600342,0.663437,0.532429,0.525710
11733565.00000000,6983428.00000000,334.25500488,-0.001067,0.097074,0.995277
11733566.00000000,6983418.50000000,355.69198608,0.342730,0.596123,0.726068
11733568.00000000,6983428.50000000,334.40600586,0.009628,0.088795,0.996003
11733567.00000000,6983419.50000000,350.54098511,0.168321,0.522839,0.835648
